;Date;Start (ET);Visitor/Neutral;PTS;Home/Neutral;PTS;BoxScore;OT;Attend.;Notes;Y-M
213;Wed, Nov 30, 2005;9:00p;Indiana Pacers;91;Phoenix Suns;109;Box Score;;16,674;;[2005, 11]
214;Wed, Nov 30, 2005;10:00p;Charlotte Hornets;94;Oklahoma City Thunder;104;Box Score;;15,416;;[2005, 11]
215;Wed, Nov 30, 2005;10:30p;Sacramento Kings;106;Golden State Warriors;113;Box Score;;19,279;;[2005, 11]
216;Thu, Dec 1, 2005;8:00p;San Antonio Spurs;92;Dallas Mavericks;90;Box Score;;20,076;;[2005, 12]
217;Thu, Dec 1, 2005;10:30p;Los Angeles Lakers;105;Utah Jazz;101;Box Score;OT;18,008;;[2005, 12]
218;Fri, Dec 2, 2005;7:00p;Toronto Raptors;102;Atlanta Hawks;101;Box Score;;12,261;;[2005, 12]
219;Fri, Dec 2, 2005;7:00p;Milwaukee Bucks;105;Washington Wizards;102;Box Score;;20,173;;[2005, 12]
220;Fri, Dec 2, 2005;7:30p;Chicago Bulls;106;Boston Celtics;102;Box Score;;14,393;;[2005, 12]
221;Fri, Dec 2, 2005;8:00p;New York Knicks;98;Detroit Pistons;106;Box Score;;22,076;;[2005, 12]
222;Fri, Dec 2, 2005;8:00p;Orlando Magic;69;Memphis Grizzlies;91;Box Score;;13,913;;[2005, 12]
223;Fri, Dec 2, 2005;8:00p;Philadelphia 76ers;86;New Orleans Pelicans;88;Box Score;;19,163;;[2005, 12]
224;Fri, Dec 2, 2005;9:00p;Denver Nuggets;97;Phoenix Suns;102;Box Score;;17,852;;[2005, 12]
225;Fri, Dec 2, 2005;10:00p;Indiana Pacers;98;Portland Trail Blazers;78;Box Score;;13,031;;[2005, 12]
226;Fri, Dec 2, 2005;10:00p;Miami Heat;98;Sacramento Kings;87;Box Score;;17,317;;[2005, 12]
227;Fri, Dec 2, 2005;10:30p;Charlotte Hornets;100;Golden State Warriors;107;Box Score;;18,24;;[2005, 12]
228;Fri, Dec 2, 2005;10:30p;Minnesota Timberwolves;113;Los Angeles Lakers;108;Box Score;;18,997;;[2005, 12]
229;Fri, Dec 2, 2005;10:30p;Cleveland Cavaliers;108;Oklahoma City Thunder;115;Box Score;;17,072;;[2005, 12]
230;Sat, Dec 3, 2005;8:00p;Toronto Raptors;95;Brooklyn Nets;82;Box Score;;14,613;;[2005, 12]
231;Sat, Dec 3, 2005;8:30p;Detroit Pistons;92;Chicago Bulls;79;Box Score;;21,875;;[2005, 12]
232;Sat, Dec 3, 2005;8:30p;New Orleans Pelicans;88;Dallas Mavericks;97;Box Score;;19,651;;[2005, 12]
233;Sat, Dec 3, 2005;8:30p;Memphis Grizzlies;90;Houston Rockets;75;Box Score;;17,135;;[2005, 12]
234;Sat, Dec 3, 2005;8:30p;Orlando Magic;84;Milwaukee Bucks;104;Box Score;;17,121;;[2005, 12]
235;Sat, Dec 3, 2005;8:30p;Philadelphia 76ers;91;San Antonio Spurs;100;Box Score;;18,797;;[2005, 12]
236;Sat, Dec 3, 2005;9:00p;Miami Heat;99;Denver Nuggets;101;Box Score;;18,196;;[2005, 12]
237;Sat, Dec 3, 2005;10:30p;Cleveland Cavaliers;90;LA Clippers;102;Box Score;;18,369;;[2005, 12]
238;Sun, Dec 4, 2005;1:00p;Boston Celtics;102;New York Knicks;99;Box Score;;19,763;;[2005, 12]
239;Sun, Dec 4, 2005;8:00p;Atlanta Hawks;94;Phoenix Suns;112;Box Score;;16,992;;[2005, 12]
240;Sun, Dec 4, 2005;8:00p;Indiana Pacers;102;Oklahoma City Thunder;107;Box Score;;15,761;;[2005, 12]
241;Sun, Dec 4, 2005;9:00p;Utah Jazz;98;Portland Trail Blazers;93;Box Score;;13,254;;[2005, 12]
242;Sun, Dec 4, 2005;9:00p;Minnesota Timberwolves;85;Sacramento Kings;77;Box Score;;17,317;;[2005, 12]
243;Sun, Dec 4, 2005;9:30p;Charlotte Hornets;98;Los Angeles Lakers;99;Box Score;;18,506;;[2005, 12]
244;Mon, Dec 5, 2005;7:00p;San Antonio Spurs;110;Orlando Magic;85;Box Score;;14,661;;[2005, 12]
245;Mon, Dec 5, 2005;8:30p;Dallas Mavericks;102;Chicago Bulls;94;Box Score;;21,733;;[2005, 12]
246;Mon, Dec 5, 2005;9:00p;Minnesota Timberwolves;91;Utah Jazz;77;Box Score;;18,218;;[2005, 12]
247;Mon, Dec 5, 2005;10:30p;Miami Heat;89;LA Clippers;99;Box Score;;19,06;;[2005, 12]
248;Tue, Dec 6, 2005;7:00p;Dallas Mavericks;84;Indiana Pacers;75;Box Score;;14,627;;[2005, 12]
249;Tue, Dec 6, 2005;7:00p;Toronto Raptors;111;Washington Wizards;119;Box Score;OT;12,401;;[2005, 12]
250;Tue, Dec 6, 2005;8:00p;New Orleans Pelicans;73;Memphis Grizzlies;89;Box Score;;13,271;;[2005, 12]
251;Tue, Dec 6, 2005;8:00p;Los Angeles Lakers;111;Milwaukee Bucks;92;Box Score;;15,185;;[2005, 12]
252;Tue, Dec 6, 2005;8:30p;Boston Celtics;73;Houston Rockets;91;Box Score;;14,665;;[2005, 12]
253;Tue, Dec 6, 2005;9:00p;Atlanta Hawks;116;Denver Nuggets;125;Box Score;;13,206;;[2005, 12]
254;Tue, Dec 6, 2005;9:00p;Portland Trail Blazers;85;Phoenix Suns;130;Box Score;;15,102;;[2005, 12]
255;Tue, Dec 6, 2005;10:00p;Cleveland Cavaliers;102;Sacramento Kings;97;Box Score;;17,317;;[2005, 12]
256;Tue, Dec 6, 2005;10:00p;New York Knicks;104;Oklahoma City Thunder;101;Box Score;;16,288;;[2005, 12]
257;Wed, Dec 7, 2005;7:00p;Chicago Bulls;102;Orlando Magic;93;Box Score;;12,702;;[2005, 12]
258;Wed, Dec 7, 2005;7:00p;Milwaukee Bucks;88;Philadelphia 76ers;85;Box Score;;12,746;;[2005, 12]
259;Wed, Dec 7, 2005;7:00p;Los Angeles Lakers;102;Toronto Raptors;91;Box Score;;18,821;;[2005, 12]
260;Wed, Dec 7, 2005;7:30p;Brooklyn Nets;97;Charlotte Hornets;84;Box Score;;14,622;;[2005, 12]
261;Wed, Dec 7, 2005;8:00p;Boston Celtics;101;New Orleans Pelicans;87;Box Score;;18,753;;[2005, 12]
262;Wed, Dec 7, 2005;9:00p;Miami Heat;84;San Antonio Spurs;98;Box Score;;18,797;;[2005, 12]
263;Wed, Dec 7, 2005;9:00p;Atlanta Hawks;83;Utah Jazz;95;Box Score;;16,463;;[2005, 12]
264;Wed, Dec 7, 2005;10:00p;Minnesota Timberwolves;84;Portland Trail Blazers;74;Box Score;;12,401;;[2005, 12]
265;Wed, Dec 7, 2005;10:30p;Phoenix Suns;118;Golden State Warriors;110;Box Score;;17,389;;[2005, 12]
266;Wed, Dec 7, 2005;10:30p;New York Knicks;79;LA Clippers;84;Box Score;;15,316;;[2005, 12]
267;Thu, Dec 8, 2005;8:00p;Washington Wizards;87;Indiana Pacers;111;Box Score;;14,273;;[2005, 12]
268;Thu, Dec 8, 2005;10:30p;Houston Rockets;106;Sacramento Kings;95;Box Score;;17,317;;[2005, 12]
269;Fri, Dec 9, 2005;7:00p;Charlotte Hornets;115;Philadelphia 76ers;119;Box Score;;14,793;;[2005, 12]
270;Fri, Dec 9, 2005;7:30p;Brooklyn Nets;109;Cleveland Cavaliers;100;Box Score;;18,177;;[2005, 12]
271;Fri, Dec 9, 2005;7:30p;Denver Nuggets;100;Miami Heat;92;Box Score;;19,896;;[2005, 12]
272;Fri, Dec 9, 2005;8:00p;Dallas Mavericks;90;Memphis Grizzlies;83;Box Score;;17,176;;[2005, 12]
273;Fri, Dec 9, 2005;8:30p;Los Angeles Lakers;93;Chicago Bulls;80;Box Score;;22,41;;[2005, 12]
274;Fri, Dec 9, 2005;8:30p;Boston Celtics;89;San Antonio Spurs;101;Box Score;;18,797;;[2005, 12]
275;Fri, Dec 9, 2005;9:00p;Oklahoma City Thunder;106;Utah Jazz;90;Box Score;;18,152;;[2005, 12]
276;Fri, Dec 9, 2005;10:00p;New York Knicks;81;Phoenix Suns;85;Box Score;;18,207;;[2005, 12]
277;Fri, Dec 9, 2005;10:00p;New Orleans Pelicans;95;Portland Trail Blazers;98;Box Score;OT;12,305;;[2005, 12]
278;Fri, Dec 9, 2005;10:30p;Detroit Pistons;106;Golden State Warriors;103;Box Score;;19,596;;[2005, 12]
279;Sat, Dec 10, 2005;7:00p;San Antonio Spurs;84;Atlanta Hawks;94;Box Score;;16,678;;[2005, 12]
280;Sat, Dec 10, 2005;7:00p;Denver Nuggets;83;Orlando Magic;94;Box Score;;16,569;;[2005, 12]
281;Sat, Dec 10, 2005;7:00p;Chicago Bulls;118;Washington Wizards;111;Box Score;;18,833;;[2005, 12]
282;Sat, Dec 10, 2005;7:30p;Toronto Raptors;111;Charlotte Hornets;103;Box Score;;15,163;;[2005, 12]
283;Sat, Dec 10, 2005;7:30p;Philadelphia 76ers;107;Brooklyn Nets;95;Box Score;;18,74;;[2005, 12]
284;Sat, Dec 10, 2005;8:00p;Memphis Grizzlies;66;Indiana Pacers;80;Box Score;;16,043;;[2005, 12]
285;Sat, Dec 10, 2005;8:00p;Los Angeles Lakers;82;Minnesota Timberwolves;95;Box Score;;18,739;;[2005, 12]
286;Sat, Dec 10, 2005;8:30p;Boston Celtics;94;Dallas Mavericks;103;Box Score;;20,156;;[2005, 12]
287;Sat, Dec 10, 2005;8:30p;Cleveland Cavaliers;106;Milwaukee Bucks;111;Box Score;;18,717;;[2005, 12]
288;Sat, Dec 10, 2005;10:00p;Sacramento Kings;123;Oklahoma City Thunder;104;Box Score;;15,982;;[2005, 12]
289;Sat, Dec 10, 2005;10:30p;Phoenix Suns;91;LA Clippers;101;Box Score;;17,033;;[2005, 12]
290;Sun, Dec 11, 2005;6:00p;Washington Wizards;101;Miami Heat;104;Box Score;OT;19,6;;[2005, 12]
291;Sun, Dec 11, 2005;9:00p;Detroit Pistons;109;LA Clippers;101;Box Score;;19,06;;[2005, 12]
292;Sun, Dec 11, 2005;9:00p;Houston Rockets;100;Portland Trail Blazers;86;Box Score;;12,886;;[2005, 12]
293;Sun, Dec 11, 2005;9:00p;New Orleans Pelicans;100;Sacramento Kings;110;Box Score;;17,317;;[2005, 12]
294;Mon, Dec 12, 2005;7:00p;Minnesota Timberwolves;89;Philadelphia 76ers;90;Box Score;OT;13,31;;[2005, 12]
295;Mon, Dec 12, 2005;7:30p;Milwaukee Bucks;112;New York Knicks;92;Box Score;;16,436;;[2005, 12]
296;Mon, Dec 12, 2005;8:30p;Los Angeles Lakers;109;Dallas Mavericks;106;Box Score;;19,68;;[2005, 12]
297;Mon, Dec 12, 2005;9:00p;New Orleans Pelicans;91;Phoenix Suns;87;Box Score;;15,547;;[2005, 12]
298;Mon, Dec 12, 2005;9:00p;Detroit Pistons;78;Utah Jazz;92;Box Score;;18,275;;[2005, 12]
299;Tue, Dec 13, 2005;7:00p;Atlanta Hawks;100;Cleveland Cavaliers;94;Box Score;;17,114;;[2005, 12]
300;Tue, Dec 13, 2005;7:00p;Brooklyn Nets;74;Washington Wizards;94;Box Score;;15,124;;[2005, 12]
301;Tue, Dec 13, 2005;7:30p;Denver Nuggets;101;Charlotte Hornets;85;Box Score;;13,288;;[2005, 12]
302;Tue, Dec 13, 2005;8:00p;Sacramento Kings;93;Minnesota Timberwolves;91;Box Score;;13,989;;[2005, 12]
303;Tue, Dec 13, 2005;8:30p;Miami Heat;100;Chicago Bulls;97;Box Score;;19,129;;[2005, 12]
304;Tue, Dec 13, 2005;8:30p;LA Clippers;87;San Antonio Spurs;95;Box Score;OT;18,797;;[2005, 12]
305;Tue, Dec 13, 2005;10:00p;Golden State Warriors;110;Oklahoma City Thunder;107;Box Score;OT;14,271;;[2005, 12]
306;Wed, Dec 14, 2005;7:00p;Atlanta Hawks;101;Philadelphia 76ers;106;Box Score;;12,161;;[2005, 12]
307;Wed, Dec 14, 2005;7:00p;Chicago Bulls;105;Toronto Raptors;94;Box Score;;16,169;;[2005, 12]
308;Wed, Dec 14, 2005;7:30p;Indiana Pacers;71;Boston Celtics;85;Box Score;;14,112;;[2005, 12]
309;Wed, Dec 14, 2005;7:30p;Sacramento Kings;98;Detroit Pistons;109;Box Score;;22,076;;[2005, 12]
310;Wed, Dec 14, 2005;7:30p;Charlotte Hornets;91;Brooklyn Nets;83;Box Score;;13,363;;[2005, 12]
311;Wed, Dec 14, 2005;7:30p;Orlando Magic;105;New York Knicks;90;Box Score;;17,49;;[2005, 12]
312;Wed, Dec 14, 2005;8:00p;Phoenix Suns;96;Dallas Mavericks;102;Box Score;;19,731;;[2005, 12]
313;Wed, Dec 14, 2005;8:00p;Los Angeles Lakers;94;Memphis Grizzlies;79;Box Score;;16,591;;[2005, 12]
314;Wed, Dec 14, 2005;8:00p;Miami Heat;100;Milwaukee Bucks;83;Box Score;;16,287;;[2005, 12]
315;Wed, Dec 14, 2005;8:00p;LA Clippers;89;New Orleans Pelicans;102;Box Score;;17,49;;[2005, 12]
316;Wed, Dec 14, 2005;9:00p;Portland Trail Blazers;77;Utah Jazz;82;Box Score;;19,023;;[2005, 12]
317;Wed, Dec 14, 2005;10:30p;Houston Rockets;111;Golden State Warriors;105;Box Score;OT;18,257;;[2005, 12]
318;Thu, Dec 15, 2005;8:00p;Denver Nuggets;85;Cleveland Cavaliers;94;Box Score;;17,182;;[2005, 12]
319;Thu, Dec 15, 2005;8:00p;San Antonio Spurs;90;Minnesota Timberwolves;88;Box Score;;17,003;;[2005, 12]
320;Thu, Dec 15, 2005;10:30p;Houston Rockets;104;Oklahoma City Thunder;98;Box Score;;16,563;;[2005, 12]
321;Fri, Dec 16, 2005;7:00p;New York Knicks;111;Atlanta Hawks;122;Box Score;;16,295;;[2005, 12]
322;Fri, Dec 16, 2005;7:00p;Utah Jazz;83;Indiana Pacers;93;Box Score;;14,97;;[2005, 12]
323;Fri, Dec 16, 2005;7:00p;Golden State Warriors;108;Toronto Raptors;98;Box Score;;15,829;;[2005, 12]
324;Fri, Dec 16, 2005;7:30p;Milwaukee Bucks;100;Boston Celtics;96;Box Score;;16,116;;[2005, 12]
325;Fri, Dec 16, 2005;7:30p;Denver Nuggets;106;Brooklyn Nets;115;Box Score;OT;13,947;;[2005, 12]
326;Fri, Dec 16, 2005;8:00p;Chicago Bulls;82;Detroit Pistons;110;Box Score;;22,076;;[2005, 12]
327;Fri, Dec 16, 2005;8:00p;Phoenix Suns;101;New Orleans Pelicans;88;Box Score;;7,302;at Baton Rouge, LA;[2005, 12]
328;Fri, Dec 16, 2005;8:00p;Miami Heat;112;Philadelphia 76ers;105;Box Score;;20,652;;[2005, 12]
329;Fri, Dec 16, 2005;8:30p;Orlando Magic;103;Dallas Mavericks;109;Box Score;OT;19,876;;[2005, 12]
330;Fri, Dec 16, 2005;10:00p;Oklahoma City Thunder;111;Portland Trail Blazers;99;Box Score;;14,023;;[2005, 12]
331;Fri, Dec 16, 2005;10:30p;Washington Wizards;91;Los Angeles Lakers;97;Box Score;;18,997;;[2005, 12]
332;Sat, Dec 17, 2005;3:30p;Houston Rockets;81;LA Clippers;89;Box Score;;17,611;;[2005, 12]
333;Sat, Dec 17, 2005;7:30p;Detroit Pistons;103;Charlotte Hornets;78;Box Score;;19,026;;[2005, 12]
334;Sat, Dec 17, 2005;7:30p;Miami Heat;107;Cleveland Cavaliers;115;Box Score;;20,562;;[2005, 12]
335;Sat, Dec 17, 2005;7:30p;Indiana Pacers;102;New York Knicks;96;Box Score;;19,763;;[2005, 12]
336;Sat, Dec 17, 2005;8:00p;Phoenix Suns;87;Memphis Grizzlies;91;Box Score;;16,375;;[2005, 12]
337;Sat, Dec 17, 2005;8:30p;Boston Celtics;86;Chicago Bulls;118;Box Score;;20,746;;[2005, 12]
338;Sat, Dec 17, 2005;8:30p;Utah Jazz;88;Milwaukee Bucks;80;Box Score;;16,827;;[2005, 12]
339;Sat, Dec 17, 2005;8:30p;Sacramento Kings;89;San Antonio Spurs;90;Box Score;;18,797;;[2005, 12]
340;Sun, Dec 18, 2005;1:00p;Philadelphia 76ers;107;Toronto Raptors;80;Box Score;;18,918;;[2005, 12]
341;Sun, Dec 18, 2005;2:00p;Denver Nuggets;107;Atlanta Hawks;110;Box Score;OT;16,674;;[2005, 12]
342;Sun, Dec 18, 2005;6:00p;Golden State Warriors;90;Brooklyn Nets;118;Box Score;;14,919;;[2005, 12]
343;Sun, Dec 18, 2005;7:00p;San Antonio Spurs;76;New Orleans Pelicans;89;Box Score;;19,297;;[2005, 12]
344;Sun, Dec 18, 2005;8:30p;Minnesota Timberwolves;95;Dallas Mavericks;102;Box Score;;20,134;;[2005, 12]
345;Sun, Dec 18, 2005;9:00p;Washington Wizards;92;Portland Trail Blazers;97;Box Score;;12,486;;[2005, 12]
346;Sun, Dec 18, 2005;9:30p;Houston Rockets;76;Los Angeles Lakers;74;Box Score;;18,997;;[2005, 12]
347;Mon, Dec 19, 2005;7:00p;Toronto Raptors;92;Orlando Magic;90;Box Score;;12,511;;[2005, 12]
348;Mon, Dec 19, 2005;7:30p;Golden State Warriors;98;Boston Celtics;109;Box Score;;14,017;;[2005, 12]
349;Mon, Dec 19, 2005;7:30p;Sacramento Kings;103;Charlotte Hornets;106;Box Score;OT;14,155;;[2005, 12]
350;Mon, Dec 19, 2005;8:00p;Detroit Pistons;106;Memphis Grizzlies;104;Box Score;2OT;16,897;;[2005, 12]
351;Mon, Dec 19, 2005;10:00p;Washington Wizards;101;Oklahoma City Thunder;111;Box Score;;16,703;;[2005, 12]
352;Tue, Dec 20, 2005;7:00p;Utah Jazz;85;Cleveland Cavaliers;110;Box Score;;19,543;;[2005, 12]
353;Tue, Dec 20, 2005;7:30p;Portland Trail Blazers;89;Detroit Pistons;93;Box Score;;22,076;;[2005, 12]
354;Tue, Dec 20, 2005;7:30p;Atlanta Hawks;92;Miami Heat;111;Box Score;;20,294;;[2005, 12]
355;Tue, Dec 20, 2005;7:30p;LA Clippers;85;Brooklyn Nets;99;Box Score;;14,785;;[2005, 12]
356;Tue, Dec 20, 2005;8:00p;San Antonio Spurs;107;Milwaukee Bucks;109;Box Score;OT;16,865;;[2005, 12]
357;Tue, Dec 20, 2005;8:30p;Charlotte Hornets;105;Chicago Bulls;92;Box Score;;21,768;;[2005, 12]
358;Tue, Dec 20, 2005;9:00p;Oklahoma City Thunder;83;Phoenix Suns;111;Box Score;;17,59;;[2005, 12]
359;Tue, Dec 20, 2005;10:30p;Dallas Mavericks;90;Los Angeles Lakers;112;Box Score;;18,997;;[2005, 12]
360;Wed, Dec 21, 2005;7:00p;LA Clippers;75;Indiana Pacers;97;Box Score;;15,342;;[2005, 12]
361;Wed, Dec 21, 2005;7:00p;Brooklyn Nets;96;Orlando Magic;85;Box Score;;13,626;;[2005, 12]
362;Wed, Dec 21, 2005;7:00p;Golden State Warriors;100;Philadelphia 76ers;111;Box Score;;14,813;;[2005, 12]
363;Wed, Dec 21, 2005;7:30p;Utah Jazz;89;Boston Celtics;101;Box Score;;15,24;;[2005, 12]
364;Wed, Dec 21, 2005;7:30p;San Antonio Spurs;109;New York Knicks;96;Box Score;;19,763;;[2005, 12]
365;Wed, Dec 21, 2005;8:00p;Portland Trail Blazers;79;Memphis Grizzlies;89;Box Score;;14,231;;[2005, 12]
366;Wed, Dec 21, 2005;8:00p;New Orleans Pelicans;69;Minnesota Timberwolves;88;Box Score;;14,454;;[2005, 12]
367;Wed, Dec 21, 2005;8:30p;Toronto Raptors;94;Houston Rockets;81;Box Score;;14,901;;[2005, 12]
368;Wed, Dec 21, 2005;9:00p;Washington Wizards;116;Denver Nuggets;110;Box Score;;18,467;;[2005, 12]
369;Thu, Dec 22, 2005;8:00p;Cleveland Cavaliers;108;Chicago Bulls;100;Box Score;;21,874;;[2005, 12]
370;Thu, Dec 22, 2005;10:30p;Dallas Mavericks;105;Sacramento Kings;95;Box Score;;17,317;;[2005, 12]
371;Fri, Dec 23, 2005;7:00p;Philadelphia 76ers;108;Atlanta Hawks;111;Box Score;;17,343;;[2005, 12]
372;Fri, Dec 23, 2005;7:00p;Los Angeles Lakers;104;Orlando Magic;88;Box Score;;17,283;;[2005, 12]
373;Fri, Dec 23, 2005;7:30p;LA Clippers;97;Charlotte Hornets;88;Box Score;;16,799;;[2005, 12]
374;Fri, Dec 23, 2005;7:30p;Brooklyn Nets;95;Miami Heat;88;Box Score;;20,065;;[2005, 12]
375;Fri, Dec 23, 2005;7:30p;Utah Jazz;90;New York Knicks;98;Box Score;;17,549;;[2005, 12]
376;Fri, Dec 23, 2005;8:00p;Indiana Pacers;89;Cleveland Cavaliers;94;Box Score;;18,757;;[2005, 12]
377;Fri, Dec 23, 2005;8:00p;Golden State Warriors;85;Detroit Pistons;97;Box Score;;22,076;;[2005, 12]
378;Fri, Dec 23, 2005;8:00p;Chicago Bulls;77;Memphis Grizzlies;95;Box Score;;15,917;;[2005, 12]
379;Fri, Dec 23, 2005;8:00p;Portland Trail Blazers;91;Minnesota Timberwolves;83;Box Score;;14,875;;[2005, 12]
380;Fri, Dec 23, 2005;8:30p;New Orleans Pelicans;94;Milwaukee Bucks;101;Box Score;;16,824;;[2005, 12]
381;Fri, Dec 23, 2005;8:30p;Toronto Raptors;90;San Antonio Spurs;95;Box Score;;18,797;;[2005, 12]
382;Fri, Dec 23, 2005;9:00p;Houston Rockets;86;Denver Nuggets;108;Box Score;;18,629;;[2005, 12]
383;Fri, Dec 23, 2005;9:00p;Washington Wizards;112;Phoenix Suns;111;Box Score;;18,265;;[2005, 12]
384;Fri, Dec 23, 2005;10:30p;Dallas Mavericks;101;Oklahoma City Thunder;98;Box Score;;16,211;;[2005, 12]
385;Sun, Dec 25, 2005;12:30p;San Antonio Spurs;70;Detroit Pistons;85;Box Score;;22,076;;[2005, 12]
386;Sun, Dec 25, 2005;3:00p;Los Angeles Lakers;92;Miami Heat;97;Box Score;;20,277;;[2005, 12]
387;Mon, Dec 26, 2005;7:00p;Chicago Bulls;91;Cleveland Cavaliers;102;Box Score;;20,562;;[2005, 12]
388;Mon, Dec 26, 2005;7:00p;Milwaukee Bucks;93;Orlando Magic;108;Box Score;;13,861;;[2005, 12]
389;Mon, Dec 26, 2005;7:00p;Los Angeles Lakers;91;Washington Wizards;94;Box Score;;20,173;;[2005, 12]
390;Mon, Dec 26, 2005;7:30p;Brooklyn Nets;109;New York Knicks;101;Box Score;;19,763;;[2005, 12]
391;Mon, Dec 26, 2005;8:00p;Phoenix Suns;103;Minnesota Timberwolves;89;Box Score;;17,197;;[2005, 12]
392;Mon, Dec 26, 2005;8:30p;Indiana Pacers;80;Dallas Mavericks;102;Box Score;;20,337;;[2005, 12]
393;Mon, Dec 26, 2005;9:00p;Memphis Grizzlies;102;Utah Jazz;105;Box Score;OT;18,545;;[2005, 12]
394;Mon, Dec 26, 2005;10:00p;Portland Trail Blazers;105;Sacramento Kings;92;Box Score;;17,317;;[2005, 12]
395;Mon, Dec 26, 2005;10:00p;Boston Celtics;111;Oklahoma City Thunder;118;Box Score;;17,072;;[2005, 12]
396;Mon, Dec 26, 2005;10:30p;Denver Nuggets;118;Golden State Warriors;112;Box Score;;20,007;;[2005, 12]
397;Tue, Dec 27, 2005;7:00p;Charlotte Hornets;93;Atlanta Hawks;90;Box Score;;17,219;;[2005, 12]
398;Tue, Dec 27, 2005;7:30p;Toronto Raptors;106;Detroit Pistons;113;Box Score;;22,076;;[2005, 12]
399;Tue, Dec 27, 2005;7:30p;Milwaukee Bucks;98;Miami Heat;109;Box Score;;20,27;;[2005, 12]
400;Tue, Dec 27, 2005;7:30p;Cleveland Cavaliers;91;Brooklyn Nets;96;Box Score;;20,098;;[2005, 12]
401;Tue, Dec 27, 2005;8:30p;Utah Jazz;82;Houston Rockets;74;Box Score;;18,088;;[2005, 12]
402;Tue, Dec 27, 2005;8:30p;Indiana Pacers;86;San Antonio Spurs;99;Box Score;;18,797;;[2005, 12]
403;Tue, Dec 27, 2005;9:00p;Philadelphia 76ers;108;Denver Nuggets;106;Box Score;;19,667;;[2005, 12]
404;Tue, Dec 27, 2005;10:30p;Sacramento Kings;110;LA Clippers;93;Box Score;;18,151;;[2005, 12]
405;Wed, Dec 28, 2005;7:00p;New York Knicks;95;Orlando Magic;105;Box Score;;15,796;;[2005, 12]
406;Wed, Dec 28, 2005;7:00p;Atlanta Hawks;102;Toronto Raptors;108;Box Score;;18,326;;[2005, 12]
407;Wed, Dec 28, 2005;7:00p;Phoenix Suns;104;Washington Wizards;99;Box Score;;16,424;;[2005, 12]
408;Wed, Dec 28, 2005;7:30p;Chicago Bulls;80;Charlotte Hornets;93;Box Score;;17,456;;[2005, 12]
409;Wed, Dec 28, 2005;8:00p;Oklahoma City Thunder;95;Minnesota Timberwolves;108;Box Score;;17,819;;[2005, 12]
410;Wed, Dec 28, 2005;8:00p;Houston Rockets;90;New Orleans Pelicans;92;Box Score;;19,205;;[2005, 12]
411;Wed, Dec 28, 2005;10:00p;Philadelphia 76ers;91;Portland Trail Blazers;95;Box Score;;17,384;;[2005, 12]
412;Wed, Dec 28, 2005;10:30p;Boston Celtics;109;Golden State Warriors;111;Box Score;;19,596;;[2005, 12]
413;Wed, Dec 28, 2005;10:30p;Memphis Grizzlies;100;Los Angeles Lakers;99;Box Score;OT;18,997;;[2005, 12]
414;Thu, Dec 29, 2005;8:00p;Miami Heat;101;Detroit Pistons;106;Box Score;;22,076;;[2005, 12]
415;Thu, Dec 29, 2005;8:30p;New Orleans Pelicans;84;San Antonio Spurs;111;Box Score;;18,797;;[2005, 12]
416;Thu, Dec 29, 2005;10:30p;Oklahoma City Thunder;112;Denver Nuggets;105;Box Score;;15,641;;[2005, 12]
417;Fri, Dec 30, 2005;7:00p;Toronto Raptors;99;Indiana Pacers;97;Box Score;;18,345;;[2005, 12]
418;Fri, Dec 30, 2005;7:00p;Minnesota Timberwolves;87;Orlando Magic;107;Box Score;;15,683;;[2005, 12]
419;Fri, Dec 30, 2005;7:00p;Miami Heat;128;Washington Wizards;113;Box Score;;20,173;;[2005, 12]
420;Fri, Dec 30, 2005;7:30p;Phoenix Suns;110;Charlotte Hornets;100;Box Score;;18,201;;[2005, 12]
421;Fri, Dec 30, 2005;7:30p;Atlanta Hawks;91;Brooklyn Nets;99;Box Score;;15,653;;[2005, 12]
422;Fri, Dec 30, 2005;8:30p;Golden State Warriors;111;Dallas Mavericks;109;Box Score;;20,348;;[2005, 12]
423;Fri, Dec 30, 2005;8:30p;New York Knicks;108;Milwaukee Bucks;113;Box Score;;18,717;;[2005, 12]
424;Fri, Dec 30, 2005;10:00p;Memphis Grizzlies;93;Portland Trail Blazers;90;Box Score;;13,697;;[2005, 12]
425;Fri, Dec 30, 2005;10:00p;Boston Celtics;112;Sacramento Kings;116;Box Score;;17,317;;[2005, 12]
426;Sat, Dec 31, 2005;1:30p;Detroit Pistons;84;Cleveland Cavaliers;97;Box Score;;20,562;;[2005, 12]
427;Sat, Dec 31, 2005;7:00p;Phoenix Suns;107;Chicago Bulls;98;Box Score;OT;22,165;;[2005, 12]
428;Sat, Dec 31, 2005;7:00p;Golden State Warriors;94;Houston Rockets;89;Box Score;;17,175;;[2005, 12]
429;Sat, Dec 31, 2005;7:00p;Dallas Mavericks;95;New Orleans Pelicans;90;Box Score;;19,17;;[2005, 12]
430;Sat, Dec 31, 2005;8:00p;Philadelphia 76ers;102;Utah Jazz;108;Box Score;;19,911;;[2005, 12]
431;Sat, Dec 31, 2005;9:00p;San Antonio Spurs;98;Denver Nuggets;88;Box Score;;18,296;;[2005, 12]
432;Sat, Dec 31, 2005;9:00p;Memphis Grizzlies;100;Oklahoma City Thunder;96;Box Score;;16,567;;[2005, 12]
